Car_ID,Class,Price,Capacity
BH 6224 GH,Micro,275,2
BH 5560 ZH,Lux,974,5
BH 7385 LK,SUV,644,7
BH 2474 EY,Mini,245,4
BH 2996 JH,Sedan,499,5
BH 6527 CE,Micro,203,2
BH 7804 CH,Sedan,301,5
BH 3162 VQ,Micro,268,2
BH 0458 EG,Mini,274,4
BH 8132 ST,Micro,167,2
BH 5481 XE,SUV,554,7
BH 3150 KK,Micro,294,2
BH 2079 WB,Mini,280,4
BH 1744 VO,Lux,1070,5
BH 0966 HP,Sedan,401,5
BH 2839 PE,Micro,209,2
BH 2714 DL,Lux,875,5
BH 6785 BT,Sedan,484,5
BH 3820 YV,Micro,200,2
BH 4402 NL,Micro,152,2
BH 9342 WJ,SUV,770,7
BH 3252 QR,Micro,190,2
BH 1845 IL,Lux,1532,5
BH 0954 YA,Lux,1404,5
BH 1322 MB,Lux,1204,5
BH 6931 OM,Mini,256,4
BH 6175 KG,SUV,683,7
BH 0823 SP,Lux,1416,5
BH 9362 SN,Sedan,492,5
BH 5610 EA,Mini,361,4
BH 3335 ON,Mini,233,4
BH 8372 TD,Micro,172,2
BH 0489 RM,Sedan,405,5
BH 7096 ZW,Lux,1048,5
BH 6296 NC,Sedan,352,5
BH 1499 KU,Sedan,455,5
BH 0655 UU,Sedan,438,5
BH 8556 WU,Sedan,353,5
BH 7538 UW,Micro,188,2
BH 1188 GL,Micro,196,2
BH 4220 LQ,SUV,798,7
BH 8793 ID,Micro,248,2
BH 5578 TE,SUV,760,7
BH 4642 OZ,Sedan,382,5
BH 3320 AD,SUV,679,7
BH 1053 WN,Lux,1531,5
BH 2012 MD,Mini,247,4
BH 8995 NU,Mini,208,4
BH 6993 NC,Micro,262,2
BH 7526 GE,Mini,396,4
BH 0216 YN,Lux,1289,5
BH 5892 WY,Lux,1366,5
BH 4432 WD,Mini,274,4
BH 3702 SY,Mini,326,4
BH 7720 CD,Lux,1046,5
BH 0613 FD,Micro,219,2
BH 2029 QS,Sedan,408,5
BH 4002 ZK,Mini,312,4
BH 8298 SH,Micro,255,2
BH 4428 XK,Mini,213,4
BH 2359 MI,SUV,504,7
BH 9360 UX,Mini,256,4
BH 8016 RJ,Sedan,312,5
BH 5276 RB,Sedan,303,5
BH 7721 UR,Sedan,389,5
BH 7106 VS,Mini,390,4
BH 5582 XW,Mini,269,4
BH 2976 OI,Micro,200,2
BH 9384 OB,SUV,572,7
BH 8988 DW,SUV,710,7
BH 0868 GJ,Lux,1335,5
BH 4284 KV,Lux,855,5
BH 8537 JQ,Mini,331,4
BH 2036 FS,Mini,268,4
BH 1954 LD,Micro,203,2
BH 4016 YY,Mini,311,4
BH 9142 KT,Mini,374,4
BH 5219 KT,SUV,716,7
BH 2707 TJ,Lux,1410,5
BH 0351 LF,Lux,1539,5
BH 7826 MJ,Lux,1557,5
BH 5923 SN,Sedan,429,5
BH 8561 QG,SUV,451,7
BH 5766 ME,Micro,296,2
BH 6003 ZM,Mini,257,4
BH 1758 NE,Mini,233,4
BH 2405 NN,Lux,1445,5
BH 4824 EG,Micro,246,2
BH 9287 MT,SUV,581,7
BH 1098 ES,SUV,671,7
BH 8835 LW,Sedan,340,5
BH 2761 VM,SUV,638,7
BH 9922 XQ,Sedan,429,5
BH 9529 ZF,Lux,1540,5
BH 5344 JT,Sedan,404,5
BH 5244 SX,Micro,161,2
BH 1990 YM,Mini,251,4
BH 2721 IS,Lux,1320,5
BH 4450 AI,SUV,481,7
BH 1859 KD,Mini,307,4
BH 5194 EG,SUV,459,7
BH 7755 GI,Lux,940,5
BH 9701 ZZ,Mini,249,4
BH 4024 PL,Lux,1595,5
BH 4604 GT,SUV,593,7
BH 9777 YO,Lux,839,5
BH 1782 AN,SUV,505,7
BH 9030 QN,Mini,329,4
BH 0729 LG,Sedan,403,5
BH 0612 UN,Mini,369,4
BH 8684 NA,Sedan,413,5
BH 3630 TP,Micro,153,2
BH 3342 CF,SUV,427,7
BH 0789 EQ,Lux,1026,5
BH 1600 YX,Mini,348,4
BH 0403 JV,Lux,1244,5
BH 3215 WT,Micro,237,2
BH 7158 AN,Mini,255,4
BH 2439 FG,Mini,297,4
BH 1198 DX,Lux,992,5
BH 6866 QU,SUV,679,7
BH 9303 QZ,SUV,717,7
BH 8926 WW,SUV,677,7
BH 2266 SX,Lux,1473,5
BH 8532 HT,SUV,787,7
BH 3280 BV,Lux,1415,5
BH 1292 RH,Lux,1082,5
BH 1643 AT,SUV,498,7
BH 9619 FL,Sedan,479,5
BH 1863 XZ,Micro,243,2
BH 8244 FX,Micro,169,2
BH 7624 HO,SUV,457,7
BH 3608 WJ,SUV,619,7
BH 4107 TS,Sedan,480,5
BH 2829 JO,Micro,231,2
BH 8068 PR,Sedan,399,5
BH 7299 OZ,Lux,1163,5
BH 1940 AR,Micro,293,2
BH 2738 IQ,Mini,337,4
BH 9491 JO,Micro,239,2
BH 3389 RD,Sedan,410,5
BH 4221 MC,Sedan,369,5
BH 9981 XM,Mini,203,4
BH 8711 QL,SUV,714,7
BH 9678 QU,Micro,184,2
BH 3595 AF,Sedan,460,5
BH 1505 PD,SUV,567,7
BH 8303 YD,Sedan,395,5
BH 8664 QJ,Micro,178,2
BH 0940 EV,Mini,294,4
BH 5871 RF,SUV,678,7
BH 4413 BI,SUV,790,7
BH 7812 HW,Lux,1270,5
BH 3545 LV,Micro,270,2
BH 2560 PQ,Lux,850,5
BH 6420 HO,Micro,208,2
BH 8246 BG,SUV,511,7
BH 8085 VL,Lux,1225,5
BH 4687 QW,Micro,174,2
BH 2292 TK,Sedan,439,5
BH 2851 CJ,Micro,187,2
BH 3311 XA,Lux,1448,5
BH 9607 RH,Micro,196,2
BH 9598 VH,Lux,1472,5
BH 4792 UW,Mini,272,4
BH 5458 UP,Mini,293,4
BH 6554 FS,Mini,397,4
BH 7044 PL,Mini,244,4
BH 2119 YP,Mini,382,4
BH 4448 VY,Mini,240,4
BH 6960 ZS,Sedan,469,5
BH 3964 FY,Sedan,366,5
BH 2895 YM,Sedan,343,5
BH 2086 XY,Mini,246,4
BH 6070 AU,Mini,353,4
BH 9582 SH,Lux,1484,5
BH 4153 PC,Lux,1575,5
BH 9744 VF,Sedan,312,5
BH 8540 TZ,Mini,299,4
BH 2937 MH,Mini,374,4
BH 7929 YZ,Sedan,449,5
BH 0380 HN,Sedan,410,5
BH 0119 HE,Sedan,330,5
BH 4878 PQ,Lux,1251,5
BH 5118 HH,Lux,1055,5
BH 7315 WY,SUV,489,7
BH 6109 IO,Sedan,420,5
BH 2150 FN,Lux,1353,5
BH 1412 AJ,Micro,200,2
BH 9718 XK,Mini,209,4
BH 6468 UP,Sedan,384,5
BH 7984 CH,Mini,279,4
BH 0220 JI,Lux,908,5
BH 4396 EN,Sedan,363,5
BH 8935 TF,Mini,257,4
BH 0123 VO,Sedan,387,5
BH 7469 UJ,Mini,205,4
BH 3292 VG,Lux,917,5
BH 1229 VY,Lux,1363,5
BH 7818 VJ,Lux,1180,5
BH 0904 GK,Micro,290,2
BH 4543 LM,Lux,1204,5
BH 5568 RW,Mini,207,4
BH 1445 OK,Lux,1427,5
BH 0433 DX,SUV,686,7
BH 3411 MC,Micro,246,2
BH 5420 RP,Lux,1307,5
BH 5113 UU,Mini,221,4
BH 9169 HS,Lux,1363,5
BH 7165 TE,SUV,525,7
BH 1687 BJ,Micro,162,2
BH 7995 ZJ,Lux,1211,5
BH 6828 RK,Micro,273,2
BH 8969 MC,SUV,797,7
BH 2684 DZ,Sedan,353,5
BH 8295 OB,SUV,739,7
BH 1375 AB,Sedan,385,5
BH 7356 OU,Mini,340,4
BH 6952 EY,Mini,320,4
BH 2455 CD,Sedan,310,5
BH 0071 CO,Lux,1102,5
BH 3869 LW,Mini,296,4
BH 7003 NT,Sedan,410,5
BH 8028 HQ,Mini,336,4
BH 5509 LN,Sedan,440,5
BH 0299 AK,Micro,295,2
BH 8053 KT,SUV,429,7
BH 7929 LR,Lux,841,5
BH 9812 GA,Micro,165,2
BH 3994 BF,SUV,607,7
BH 0201 FB,Lux,1033,5
BH 2265 IH,Sedan,453,5
BH 6613 CI,Lux,1559,5
BH 9654 ED,Micro,276,2
BH 3530 GF,SUV,505,7
BH 4578 ZH,Mini,211,4
BH 7554 VC,Micro,165,2
BH 5584 ML,Sedan,351,5
BH 3694 RH,Sedan,354,5
BH 9308 SE,Lux,1145,5
BH 9550 SE,Mini,250,4
BH 5213 KK,Lux,1201,5
BH 8971 TK,Mini,267,4
BH 5147 GU,Lux,1263,5
BH 8022 RE,SUV,585,7
BH 1768 GJ,Lux,1371,5
BH 8597 FV,Mini,319,4
BH 3263 LU,Micro,244,2
BH 8640 IZ,Micro,237,2
BH 7913 NU,Mini,288,4
BH 6456 OP,Mini,286,4
BH 8435 ZA,SUV,483,7
BH 5918 SU,Mini,226,4
BH 2370 UK,Mini,257,4
BH 7786 AN,Sedan,303,5
BH 5797 GB,Mini,313,4
BH 3592 OM,Mini,388,4
BH 3273 DT,Micro,220,2
BH 7227 DP,Sedan,383,5
BH 8078 RF,Sedan,362,5
BH 9636 IP,Mini,357,4
BH 4182 DQ,Lux,1579,5
BH 5283 OF,Mini,224,4
BH 5158 ZS,Micro,258,2
BH 2651 CU,SUV,467,7
BH 5536 VP,SUV,543,7
BH 2916 GS,Lux,1390,5
BH 2048 GK,SUV,426,7
BH 9410 DP,SUV,752,7
BH 4585 KM,Mini,348,4
BH 9314 TZ,Lux,1582,5
BH 1035 GI,SUV,548,7
BH 4176 YS,Lux,829,5
BH 6215 IK,SUV,728,7
BH 1924 CN,Micro,247,2
BH 7171 CQ,Micro,224,2
BH 9491 WJ,Mini,205,4
BH 3375 QS,Lux,1124,5
BH 5131 PR,Sedan,310,5
BH 9170 ER,Sedan,377,5
BH 5877 XE,Lux,1279,5
BH 3974 ZP,Sedan,386,5
BH 3432 IN,SUV,416,7
BH 6471 UZ,SUV,416,7
BH 5934 IX,Lux,1277,5
BH 1870 IK,Sedan,311,5
BH 4164 IK,Lux,985,5
BH 5265 JR,SUV,691,7
BH 6784 RE,Sedan,395,5
BH 2649 FW,SUV,414,7
BH 7594 YP,Sedan,373,5
BH 7211 JK,SUV,606,7
BH 1942 EM,Sedan,329,5
BH 4643 GK,SUV,539,7
BH 5967 VS,Mini,236,4
BH 2362 UX,SUV,518,7
BH 0993 IH,Sedan,460,5
BH 4766 MT,SUV,652,7
BH 5568 OV,SUV,668,7
BH 7967 OS,Mini,263,4
BH 5368 UY,Sedan,381,5
BH 0761 CX,Sedan,331,5
BH 3014 RL,Lux,1530,5
BH 0386 RZ,Micro,262,2
BH 8513 JQ,Sedan,388,5
BH 3869 HV,Sedan,500,5
BH 2296 TZ,Mini,271,4
BH 1858 NP,Lux,1052,5
BH 3190 EY,SUV,425,7
BH 8540 NZ,Lux,1082,5
BH 5458 SU,Sedan,470,5
BH 3205 KE,Micro,289,2
BH 2833 IB,Sedan,411,5
BH 7183 XD,SUV,524,7
BH 1809 MI,Micro,199,2
BH 9973 TF,Lux,944,5
BH 6619 LZ,Lux,1051,5
BH 3830 XV,Lux,1493,5
BH 0897 KB,Mini,382,4
BH 1003 CO,Mini,283,4
BH 3984 CX,Lux,1191,5
BH 0330 VY,Micro,242,2
BH 2046 AH,Mini,400,4
BH 5848 II,Micro,170,2
BH 5066 PU,Mini,335,4
BH 3171 MF,Mini,284,4
BH 6531 DP,Mini,356,4
BH 4548 WX,Sedan,329,5
BH 7041 TS,Lux,1370,5
BH 0983 XS,SUV,663,7
BH 7702 EM,SUV,733,7
BH 1350 GI,Mini,391,4
BH 9995 DY,Mini,300,4
BH 9058 UC,Micro,275,2
BH 8309 IG,Micro,240,2
BH 8864 YZ,Micro,183,2
BH 6464 LI,Lux,1523,5
BH 9145 KL,Sedan,451,5
BH 6156 ZU,Lux,1489,5
BH 4738 QD,Lux,1019,5
BH 3515 QK,Micro,263,2
BH 9591 DB,Mini,366,4
BH 5799 VX,Lux,1404,5
BH 8406 NO,Micro,193,2
BH 4318 SR,Sedan,475,5
BH 5566 HV,Mini,226,4
BH 6500 ET,Sedan,416,5
BH 6640 BJ,Lux,1577,5
BH 8807 SM,Micro,249,2
BH 7853 MD,Micro,221,2
BH 4001 IR,Micro,285,2
BH 2332 TT,Micro,286,2
BH 4168 XR,Micro,214,2
BH 6481 OE,Mini,224,4
BH 2693 TI,Mini,370,4
BH 3824 JF,Mini,215,4
BH 3056 DW,Micro,214,2
BH 1564 VZ,Sedan,307,5
BH 6466 BU,Sedan,328,5
BH 7179 QY,Sedan,387,5
BH 0963 GO,Micro,241,2
BH 9477 AN,Lux,1178,5
BH 9042 DH,Mini,242,4
BH 2102 CO,Micro,271,2
BH 3763 JC,Lux,1584,5
BH 8401 TW,Mini,261,4
BH 3195 ZJ,Lux,1433,5
BH 9113 ZN,Lux,1403,5
BH 1730 XG,SUV,416,7
BH 5208 MJ,Sedan,470,5
BH 1205 XQ,SUV,599,7
BH 9849 NC,Mini,247,4
BH 9401 NG,Lux,1130,5
BH 0129 KF,Sedan,306,5
BH 6668 LZ,SUV,679,7
BH 4776 HL,Lux,999,5
BH 7884 SH,Sedan,357,5
BH 1044 YH,Mini,212,4
BH 9263 EW,Mini,338,4
BH 6137 BL,Micro,269,2
BH 5169 OY,SUV,583,7
BH 6824 NP,SUV,733,7
BH 8909 KZ,Micro,173,2
BH 6562 OM,Lux,1174,5
BH 6023 XD,Sedan,470,5
BH 9870 SE,SUV,655,7
BH 5459 CW,Sedan,435,5
BH 1240 EW,SUV,475,7
BH 0942 PL,Sedan,483,5
BH 0871 UL,Mini,284,4
BH 5718 UX,Mini,234,4
BH 7246 QO,Lux,959,5
BH 7801 QK,SUV,513,7
BH 8459 BE,Sedan,487,5
BH 6270 VS,Micro,272,2
BH 3339 YT,Sedan,478,5
BH 8461 YJ,Lux,1235,5
BH 0817 AV,SUV,574,7
BH 6728 GO,SUV,528,7
BH 9234 FG,Mini,323,4
BH 4361 MD,Mini,301,4
BH 5356 NY,SUV,756,7
BH 5709 IT,Micro,257,2
BH 3831 QF,Micro,187,2
BH 7163 MZ,SUV,667,7
BH 4689 DV,Sedan,478,5
BH 3808 IB,SUV,607,7
BH 6256 LH,Micro,197,2
BH 1442 YB,Mini,288,4
BH 5148 YD,Micro,295,2
BH 3894 NO,Lux,974,5
BH 8422 PZ,SUV,603,7
BH 3667 RK,Sedan,387,5
BH 6460 CG,Mini,242,4
BH 7300 GV,Lux,1341,5
BH 8648 ZG,Mini,273,4
BH 5419 YX,SUV,601,7
BH 6809 AN,SUV,552,7
BH 8213 MS,SUV,497,7
BH 2937 OB,Lux,1163,5
BH 6884 RP,Micro,188,2
BH 8476 SO,Mini,211,4
BH 7807 BM,Lux,894,5
BH 1172 CL,Micro,291,2
BH 1844 NR,SUV,782,7
BH 8855 NV,SUV,669,7
BH 4278 ME,Mini,341,4
BH 3840 OY,Lux,1282,5
BH 0691 JI,Mini,317,4
BH 4592 YT,SUV,712,7
BH 4915 DK,SUV,596,7
BH 4181 SF,Mini,276,4
BH 7978 XN,Sedan,448,5
BH 6038 IK,Micro,196,2
BH 6514 GD,Sedan,433,5
BH 2176 EH,Lux,985,5
BH 5319 WX,Mini,369,4
BH 0708 QS,Micro,234,2
BH 8840 VE,SUV,701,7
BH 8966 YB,Micro,176,2
BH 6137 MF,Sedan,384,5
BH 9709 WJ,Lux,1562,5
BH 0796 XS,Mini,370,4
BH 9554 NN,Micro,158,2
BH 4545 OB,Sedan,302,5
BH 2779 QQ,SUV,555,7
BH 3420 EP,Sedan,393,5
BH 7526 LA,SUV,412,7
BH 8039 SO,SUV,466,7
BH 7748 LS,Lux,1507,5
BH 1510 MD,Micro,257,2
BH 0648 JZ,Lux,1109,5
BH 5716 IQ,Lux,822,5
BH 5897 JP,Micro,262,2
BH 0476 XL,Micro,165,2
BH 4925 QY,Sedan,308,5
BH 8998 XO,Sedan,386,5
BH 0192 IY,Sedan,385,5
BH 5248 VC,Sedan,475,5
BH 1954 NN,Micro,215,2
BH 1848 UN,Sedan,485,5
BH 0873 GF,Sedan,427,5
BH 0423 DM,SUV,780,7
BH 1396 FB,Lux,1268,5
BH 8712 BR,Mini,226,4
BH 6930 OY,SUV,480,7
BH 2888 EQ,Sedan,497,5
BH 9464 PJ,Lux,976,5
BH 4163 PE,Mini,308,4
BH 1798 FL,Sedan,354,5
BH 5895 FU,Lux,1589,5
BH 2504 LF,Lux,878,5
BH 1861 LI,Mini,371,4
BH 5168 EL,Mini,284,4
BH 5474 NA,Micro,276,2
BH 4307 TI,Sedan,492,5
BH 7372 OY,SUV,489,7
BH 5815 WK,Sedan,494,5
BH 7550 IL,Micro,252,2
BH 5598 BM,Micro,189,2
BH 8237 ZD,SUV,465,7
BH 6179 XM,SUV,712,7
BH 4299 YS,Mini,396,4
BH 9717 LO,Lux,1083,5
BH 8797 ET,Sedan,302,5
BH 0186 QI,Lux,1236,5
BH 2221 AM,Sedan,429,5
BH 4335 YZ,SUV,554,7
BH 7772 GY,Mini,223,4
BH 2258 YG,Lux,1257,5
BH 1584 RG,Sedan,499,5
BH 3457 EZ,Mini,259,4
BH 9777 IQ,Micro,188,2
BH 9394 RR,Sedan,449,5
BH 4182 TE,Lux,980,5
BH 9144 SJ,Lux,1393,5
BH 1967 YA,Lux,939,5
BH 5966 HG,Mini,211,4
BH 2327 QE,Sedan,331,5
BH 2591 PA,Lux,1038,5
BH 8246 HR,Mini,289,4
BH 0136 ZF,Micro,258,2
BH 5102 LA,Micro,185,2
BH 1065 FI,Lux,985,5
BH 1242 GI,Sedan,408,5
BH 6252 VU,Lux,1509,5
BH 8623 XN,SUV,735,7
BH 0793 JV,Mini,250,4
BH 0185 VS,Lux,1501,5
BH 9629 IB,Lux,1237,5
BH 6817 NS,Lux,921,5
BH 0170 GD,Mini,360,4
BH 7144 YY,Lux,1295,5
BH 8108 RC,Mini,207,4
BH 3137 QC,Micro,283,2
BH 2265 CD,Mini,374,4
BH 2468 YX,Sedan,457,5
BH 5868 IB,Micro,269,2
BH 4527 JE,Sedan,368,5
BH 3102 EN,Lux,1125,5
BH 7173 VC,SUV,686,7
BH 2569 XL,Mini,325,4
BH 2694 YP,Mini,386,4
BH 5398 HV,Micro,264,2
BH 9941 GY,Micro,281,2
BH 2364 JF,Sedan,423,5
BH 0655 MY,Mini,327,4
BH 0568 HR,Mini,282,4
BH 0130 DG,Lux,925,5
BH 7741 IH,Sedan,337,5
BH 4602 UP,Lux,1125,5
BH 4474 ZX,Micro,179,2
BH 7277 ZY,Micro,154,2
BH 6053 UU,Mini,304,4
BH 4305 DN,Mini,293,4
BH 4252 DV,Micro,262,2
BH 7271 JF,Micro,185,2
BH 8544 MY,SUV,791,7
BH 6562 JQ,Mini,368,4
BH 7967 AK,Micro,173,2
BH 6987 NX,SUV,756,7
BH 3216 XQ,Micro,200,2
BH 7804 ZM,Lux,1159,5
BH 9752 IA,Lux,1598,5
BH 9765 PT,Mini,343,4
BH 9548 GX,Mini,336,4
BH 8276 SG,Mini,293,4
BH 7341 IP,Micro,281,2
BH 9258 HW,Sedan,329,5
BH 7347 QJ,Mini,346,4
BH 4230 OE,Lux,989,5
BH 9496 LV,Sedan,331,5
BH 9947 DU,Micro,281,2
BH 5808 OW,Sedan,364,5
BH 6241 ND,Mini,291,4
BH 9317 TM,SUV,657,7
BH 4690 YB,Lux,1458,5
BH 8947 QQ,Micro,250,2
BH 1046 XM,SUV,776,7
BH 5487 TE,Mini,376,4
BH 2845 RC,Micro,272,2
BH 8975 RU,Micro,197,2
BH 5999 VK,Micro,162,2
BH 8579 SJ,Mini,216,4
BH 1540 VR,Mini,211,4
BH 3313 EO,Micro,263,2
BH 9283 JM,Lux,1589,5
BH 8007 VS,Micro,245,2
BH 6750 ZU,Micro,221,2
BH 0046 YS,Lux,1506,5
BH 4440 YH,SUV,632,7
BH 1761 UV,Lux,1419,5
BH 3330 MC,Micro,267,2
BH 4210 OB,Mini,228,4
BH 5378 KJ,Micro,226,2
BH 3603 WH,SUV,494,7
BH 7303 GL,Micro,256,2
BH 9577 TR,SUV,561,7
BH 4111 BY,Micro,232,2
BH 2798 IE,Sedan,441,5
BH 4435 YQ,Lux,1321,5
BH 3574 CR,SUV,753,7
BH 7577 JE,SUV,662,7
BH 6271 MQ,SUV,721,7
BH 7185 AK,Sedan,310,5
BH 9400 AX,Mini,348,4
BH 1625 XV,Micro,239,2
BH 0835 WG,Sedan,394,5
BH 0403 KQ,Mini,211,4
BH 6726 FU,SUV,402,7
BH 3965 MN,SUV,617,7
BH 0507 SM,Micro,251,2
BH 3867 CT,Mini,279,4
BH 7044 XQ,Mini,212,4
BH 4737 QY,Micro,257,2
BH 7173 VQ,Micro,269,2
BH 0805 ZN,Lux,955,5
BH 7932 UE,Lux,1171,5
BH 1376 IW,Lux,1003,5
BH 8408 HI,Lux,1051,5
BH 1077 KY,SUV,590,7
BH 4148 FN,Micro,150,2
BH 0801 KZ,Mini,389,4
BH 3572 PU,Sedan,421,5
BH 1768 WH,Lux,1472,5
BH 0882 KP,SUV,767,7
BH 7668 HC,SUV,644,7
BH 5285 GY,Micro,150,2
BH 7251 YZ,Lux,1018,5
BH 5020 FS,Sedan,455,5
BH 5773 UQ,SUV,464,7
BH 6031 UC,Sedan,483,5
BH 0299 LP,Mini,254,4
BH 8273 KU,Mini,233,4
BH 4442 IO,Lux,949,5
BH 4389 LY,SUV,624,7
BH 3715 IF,Lux,912,5
BH 6587 KN,SUV,793,7
BH 8402 PE,Mini,323,4
BH 2932 NW,SUV,578,7
BH 0105 JJ,Sedan,419,5
BH 8166 CS,Sedan,466,5
BH 2267 JS,Mini,224,4
BH 0835 HJ,Micro,189,2
BH 9221 HE,SUV,425,7
BH 0853 UE,Lux,1513,5
BH 9337 EP,Lux,1346,5
BH 0124 YV,Mini,360,4
BH 9718 EA,Lux,986,5
BH 8206 AZ,Lux,1396,5
BH 0629 GM,Mini,295,4
BH 0540 OX,Sedan,480,5
BH 6695 VO,Micro,246,2
BH 1098 VY,Micro,172,2
BH 8718 QW,Micro,158,2
BH 1314 IE,Micro,262,2
BH 6186 EC,SUV,577,7
BH 0570 XD,Mini,329,4
BH 6317 HD,Lux,1215,5
BH 6141 DT,Sedan,373,5
BH 6457 TT,Micro,282,2
BH 1896 KS,Lux,1294,5
BH 0947 QK,SUV,685,7
BH 8017 XX,Lux,1313,5
BH 1066 OZ,Mini,343,4
BH 7463 IR,Micro,182,2
BH 3483 ZN,Mini,266,4
BH 9120 IC,Mini,396,4
BH 3512 SR,Mini,240,4
BH 8835 CR,Mini,392,4
BH 6405 AH,SUV,488,7
BH 2971 OX,Sedan,350,5
BH 0066 PL,Micro,167,2
BH 0897 TJ,Micro,168,2
BH 2461 AW,Sedan,426,5
BH 4728 CV,Lux,1506,5
BH 0901 RE,Mini,363,4
BH 3231 KK,Mini,290,4
BH 7809 OS,Sedan,462,5
BH 5586 FC,SUV,491,7
BH 8724 BV,SUV,706,7
BH 1968 MB,Micro,300,2
BH 6778 TB,Sedan,345,5
BH 4736 PF,Lux,1478,5
BH 2307 NB,Sedan,384,5
BH 2649 XR,Micro,154,2
BH 6607 CW,SUV,453,7
BH 1182 ZN,Micro,250,2
BH 7599 FR,Mini,337,4
BH 2662 CE,SUV,536,7
BH 3296 ON,Sedan,321,5
BH 0382 PA,Lux,883,5
BH 4131 SR,Mini,265,4
BH 4296 UO,SUV,529,7
BH 4328 SI,Micro,271,2
BH 1654 GF,Micro,232,2
BH 1543 QL,Sedan,385,5
BH 1800 EH,Sedan,438,5
BH 0614 VN,Mini,284,4
BH 0500 SN,Micro,225,2
BH 5126 AK,Mini,348,4
BH 2636 MO,Sedan,450,5
BH 7251 HX,Micro,202,2
BH 4168 AE,Micro,300,2
BH 5974 FV,Sedan,407,5
BH 4360 MC,SUV,448,7
BH 5776 CJ,Micro,152,2
BH 1058 UJ,Sedan,314,5
BH 1864 EI,Micro,256,2
BH 0078 JK,Micro,260,2
BH 6742 EU,SUV,732,7
BH 2502 MZ,SUV,486,7
BH 8005 YU,Sedan,490,5
BH 6496 LX,Micro,227,2
BH 8226 SG,SUV,771,7
BH 7615 WS,Lux,1547,5
BH 6836 IV,Lux,1580,5
BH 5417 FA,Micro,233,2
BH 1732 TA,Lux,884,5
BH 4710 BH,Mini,379,4
BH 6109 XX,Micro,158,2
BH 1961 MV,Micro,286,2
BH 0492 NJ,Lux,1225,5
BH 2986 MF,Micro,201,2
BH 0532 NW,Mini,289,4
BH 6390 DB,Micro,177,2
BH 0608 TZ,SUV,467,7
BH 1856 BZ,Lux,1340,5
BH 8222 KC,Micro,186,2
BH 0409 KB,Mini,372,4
BH 1400 NP,Micro,177,2
BH 3926 VC,Lux,1355,5
BH 0153 VK,Lux,1151,5
BH 3010 LR,Lux,804,5
BH 7851 HM,Micro,226,2
BH 4340 WV,Mini,356,4
BH 5617 GK,SUV,576,7
BH 6524 BP,Micro,189,2
BH 2998 RN,Mini,272,4
BH 9948 FH,SUV,518,7
BH 4029 MS,Sedan,394,5
BH 3618 ND,Lux,859,5
BH 8562 ME,Lux,832,5
BH 8401 EK,SUV,456,7
BH 9141 XR,Sedan,457,5
BH 3274 CG,Micro,267,2
BH 3888 XA,SUV,797,7
BH 3709 KQ,Mini,367,4
BH 7017 HJ,SUV,575,7
BH 2839 XB,Sedan,452,5
BH 0681 JL,SUV,558,7
BH 4109 DF,SUV,750,7
BH 7528 AF,Micro,221,2
BH 6685 OA,Micro,224,2
BH 5800 VS,Mini,239,4
BH 8918 WP,SUV,499,7
BH 3691 IT,SUV,461,7
BH 6439 OO,Sedan,349,5
BH 5763 XS,Lux,1197,5
BH 0550 YY,Lux,1409,5
BH 8804 SD,Sedan,310,5
BH 5479 XK,Mini,231,4
BH 0592 YF,Lux,1467,5
BH 9346 CD,Micro,189,2
BH 0653 KL,Micro,252,2
BH 0287 XV,Micro,259,2
BH 6016 KH,Micro,262,2
BH 9672 OM,SUV,648,7
BH 3626 TN,Sedan,349,5
BH 6134 HV,Lux,1394,5
BH 8767 IV,Micro,218,2
BH 7520 XE,Mini,317,4
BH 7972 MC,SUV,701,7
BH 5211 FJ,Micro,269,2
BH 5931 CN,Micro,253,2
BH 3104 UC,Sedan,384,5
BH 2021 NC,Sedan,490,5
BH 0559 BF,SUV,475,7
BH 1625 CW,Micro,214,2
BH 2664 KW,Sedan,392,5
BH 5098 FC,Lux,1362,5
BH 4850 HV,Micro,244,2
BH 7652 YV,Micro,247,2
BH 2004 YB,SUV,551,7
BH 6406 TX,SUV,755,7
BH 7317 DM,Sedan,308,5
BH 2267 BU,Sedan,422,5
BH 6542 FD,Mini,208,4
BH 4032 SK,Mini,236,4
BH 7680 JH,Mini,201,4
BH 8072 ZV,SUV,693,7
BH 3551 TO,SUV,544,7
BH 3266 LT,Sedan,461,5
BH 8596 MP,Micro,295,2
BH 9480 AI,Lux,995,5
BH 8769 EX,Mini,327,4
BH 8302 HP,SUV,429,7
BH 0146 SH,SUV,622,7
BH 2572 NU,Lux,1291,5
BH 9671 FH,Micro,225,2
BH 4870 GP,Micro,155,2
BH 4252 HP,Mini,343,4
BH 3629 FP,Lux,1062,5
BH 8060 XR,Lux,1525,5
BH 2842 SB,Sedan,477,5
BH 1425 SL,SUV,745,7
BH 7586 SY,Sedan,488,5
BH 8934 KJ,Lux,945,5
BH 6145 ZI,SUV,606,7
BH 7447 NL,Sedan,357,5
BH 2352 EC,Sedan,475,5
BH 8250 PE,Sedan,422,5
BH 5020 OT,Sedan,304,5
BH 8163 CT,Mini,387,4
BH 7341 GQ,Sedan,369,5
BH 7715 CS,SUV,635,7
BH 9493 JF,Sedan,455,5
BH 6681 QY,Mini,389,4
BH 4354 MK,Lux,1460,5
