Bus_ID,Bus_Name,Bus_Number_Plate,Bus_Color,Bus_Brand,Class,Departure_Time,Arrival_Time,Duration,Price,Origin_ID,Destination_ID,Capacity
147,Spiti Bus Stop - Sambalpur Bus Station,BH 8646 CY,Brown,TATA MOTORS,AC Executive,2023-10-03 14:06:10,2023-10-04 00:09:10,603,1421,174,460,38
148,Lunglei Bus Terminal - Hubballi Bus Terminal,BH 4226 OW,Purple,BLUE BIRD CORPORATION,Non AC Executive,2023-09-06 08:33:55,2023-09-06 17:10:55,517,932,368,223,46
149,Sikar Road Junction - Hanumangarh Depot,BH 1819 IJ,Green,ASHOK LEYLAND,AC Executive,2023-09-07 20:54:08,2023-09-08 06:43:08,589,1172,68,57,37
150,Dhanbad Bus Terminal - AIIMS,BH 1645 EG,Grey,ASHOK LEYLAND,Non AC Executive,2023-10-01 14:43:39,2023-10-02 01:12:39,629,975,243,15,33
151,Imphal Interstate Bus Terminal - Wokha Bus Stand,BH 3576 LP,Red,BLUE BIRD CORPORATION,Non AC Executive,2023-09-16 05:28:06,2023-09-16 14:44:06,556,846,415,407,38
152,Diu Bus Terminal - Kota Bus Stand,BH 9074 BL,Purple,VOLVO BUSES,AC Sleeper,2023-10-07 07:33:01,2023-10-07 17:14:01,581,534,433,65,30
153,Namchi Bus Terminal - Balurghat Bus Stop,BH 4985 XM,Yellow,VOLVO BUSES,Non AC Executive,2023-09-05 10:17:42,2023-09-05 19:49:42,572,966,362,384,37
154,Chandrapur Bus Depot - Kurukshetra Junction,BH 3801 ML,Red,MERCEDES BENZ,AC Sleeper,2023-10-06 06:18:11,2023-10-06 17:09:11,651,545,197,27,36
155,Ambala Cantt - Yamunanagar Terminal,BH 7118 WC,Black,MERCEDES BENZ,AC Executive,2023-09-11 08:55:03,2023-09-11 19:14:03,619,1147,21,26,43
156,Jodhpur Bus Stand - Bhilwara Bus Depot,BH 2719 XB,Red,TATA MOTORS,AC Sleeper,2023-10-20 00:31:17,2023-10-20 11:31:17,660,629,42,72,49
157,Khowai Bus Terminal - Mahasamund Bus Depot,BH 3694 AM,Blue,FORCE MOTORS,AC Executive,2023-09-07 22:40:55,2023-09-08 08:59:55,619,1287,426,447,54
158,Dhule Bus Station - Mangaluru Central Bus Station,BH 5237 SH,Brown,ASHOK LEYLAND,AC Sleeper,2023-09-01 01:35:54,2023-09-01 13:21:54,706,502,192,225,36
159,Rajkot Bus Stand - Tiruchirappalli Central Bus Stand,BH 3079 WK,Black,MERCEDES BENZ,Non AC Executive,2023-10-07 07:11:53,2023-10-07 16:54:53,583,843,284,125,32
160,Tiruppur Bus Terminus - Bishnupur Bus Terminal,BH 1622 YZ,Blue,ASHOK LEYLAND,AC Executive,2023-09-28 23:13:04,2023-09-29 07:59:04,526,1051,135,417,44
161,Kozhikode Mofussil Bus Stand - Meerut Bus Terminal,BH 6485 SL,Green,BLUE BIRD CORPORATION,AC Executive,2023-10-18 08:23:52,2023-10-18 19:44:52,681,1397,263,107,43
162,Dungarpur Bus Stop - Indore Sarwate Bus Stand,BH 3569 FJ,Grey,FORCE MOTORS,Non AC Executive,2023-10-21 05:40:06,2023-10-21 15:48:06,608,913,69,82,42
163,Quepem Bus Stand - Coimbatore Gandhipuram,BH 9079 XE,Purple,EICHER MOTORS,Non AC Sleeper,2023-10-29 16:42:17,2023-10-30 02:26:17,584,467,400,123,44
164,Bemetara Bus Stand - Porbandar Bus Stand,BH 9215 UX,Green,BLUE BIRD CORPORATION,AC Sleeper,2023-09-13 07:40:02,2023-09-13 16:54:02,554,663,453,291,55
165,Amritsar Bus Stand - Bagalkot Bus Station,BH 3158 ZH,Grey,FORCE MOTORS,Non AC Executive,2023-10-23 14:38:24,2023-10-24 01:19:24,641,774,301,236,33
166,Mayur Vihar - Sultanpur Bus Terminal,BH 5936 LI,Black,BYD COMPANY LTD,AC Sleeper,2023-10-03 04:20:22,2023-10-03 15:20:22,660,529,16,120,43
167,Kota Bus Stand - Dharmanagar Bus Stop,BH 0207 GU,Black,FORCE MOTORS,Non AC Executive,2023-09-16 04:30:58,2023-09-16 15:15:58,645,864,45,425,31
168,Jamtara Bus Station - Malda Bus Station,BH 2603 YH,White,FORCE MOTORS,AC Sleeper,2023-09-08 01:20:17,2023-09-08 13:03:17,703,504,251,381,49
169,Kawardha Bus Station - Raebareli Bus Stand,BH 4892 UY,Pink,BLUE BIRD CORPORATION,AC Sleeper,2023-10-17 11:56:34,2023-10-17 19:59:34,483,651,451,117,53
170,Bhilai Power House Bus Stand - Palakkad KSRTC Bus Stand,BH 6246 JY,Blue,BLUE BIRD CORPORATION,Non AC Executive,2023-09-28 19:24:09,2023-09-29 04:33:09,549,979,439,267,51
171,Bettiah Bus Station - Ahmedabad Central Bus Station,BH 7695 ET,White,FORCE MOTORS,Non AC Executive,2023-09-24 06:41:47,2023-09-24 15:41:47,540,862,209,281,45
172,Rajouri Bus Depot - Ukhrul Bus Stop,BH 4162 VL,Black,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-04 09:53:24,2023-09-04 18:44:24,531,460,150,420,46
173,Motihari Bus Stand - Satna Bus Stop,BH 2405 LY,Purple,MAHINDRA & MAHINDRA,AC Executive,2023-09-14 02:44:21,2023-09-14 10:56:21,492,1327,210,88,40
174,Fatehabad Bus Station - Ramagundam Bus Stand,BH 4176 TJ,Purple,VOLVO BUSES,Non AC Sleeper,2023-09-17 08:54:40,2023-09-17 18:24:40,570,314,33,327,45
175,Aizawl Bus Stand - Tohana Stand,BH 6722 VG,Grey,BYD COMPANY LTD,AC Executive,2023-10-03 07:01:45,2023-10-03 16:00:45,539,1312,367,40,32
176,Kota Bus Stand - Dharamshala Bus Terminal,BH 2316 LR,Grey,TATA MOTORS,Non AC Sleeper,2023-09-02 18:19:17,2023-09-03 05:53:17,694,450,45,163,30
177,Ajmer Bus Terminal - Kothamangalam Bus Station,BH 8520 XH,Purple,VOLVO BUSES,Non AC Sleeper,2023-10-25 14:36:28,2023-10-25 23:29:28,533,443,64,276,42
178,Churachandpur Bus Station - Indore Sarwate Bus Stand,BH 9332 SL,Pink,TATA MOTORS,AC Executive,2023-10-11 21:41:34,2023-10-12 09:35:34,714,1294,419,82,48
179,Nellore Bus Terminal - Rangat Bus Terminal,BH 4323 TG,Yellow,ASHOK LEYLAND,Non AC Executive,2023-09-12 08:55:02,2023-09-12 20:17:02,682,775,345,430,31
180,Haldia Bus Terminal - Doda Bus Station,BH 8887 RX,Black,MERCEDES BENZ,AC Executive,2023-09-23 18:42:23,2023-09-24 05:41:23,659,1295,379,152,37
181,Gulbarga Bus Stand - Sonipat Stand,BH 7951 PN,White,EICHER MOTORS,Non AC Sleeper,2023-09-28 11:52:27,2023-09-28 23:24:27,692,336,232,28,36
182,Durg Bus Terminal - Mumbai Central Bus Depot,BH 2547 LM,Purple,MERCEDES BENZ,Non AC Executive,2023-09-18 12:23:40,2023-09-18 22:22:40,599,767,441,181,53
183,Gorakhpur Bus Stand - Jamtara Bus Station,BH 7368 ZG,Green,BLUE BIRD CORPORATION,AC Executive,2023-10-09 17:11:42,2023-10-10 04:33:42,682,1220,106,251,52
184,Baharampur Bus Stand - Ambikapur Bus Stand,BH 0411 CB,Brown,EICHER MOTORS,Non AC Executive,2023-10-07 10:25:13,2023-10-07 21:31:13,666,872,385,445,53
185,Jharsuguda Bus Terminal - Rayagada Bus Stop,BH 4534 LM,Pink,BLUE BIRD CORPORATION,Non AC Executive,2023-09-10 17:31:45,2023-09-11 03:14:45,583,856,464,467,37
186,Baharampur Bus Stand - Sonipat Stand,BH 9614 HE,Pink,MERCEDES BENZ,Non AC Sleeper,2023-09-06 02:03:41,2023-09-06 12:43:41,640,308,385,28,36
187,Chhindwara Bus Terminal - Bahadurgarh Terminal,BH 4395 BV,Purple,VOLVO BUSES,Non AC Sleeper,2023-10-27 13:05:59,2023-10-27 23:58:59,653,439,90,37,35
188,Salem New Bus Stand - Mehsana Bus Stop,BH 8978 OU,Purple,BYD COMPANY LTD,AC Sleeper,2023-10-24 13:19:02,2023-10-24 21:47:02,508,577,126,293,46
189,Bhopal Bus Stand - Dhaula Kuan,BH 7501 LW,Grey,MERCEDES BENZ,AC Executive,2023-09-26 15:43:59,2023-09-27 02:51:59,668,1265,81,14,45
190,Madurai Mattuthavani - Katra Bus Terminus,BH 2234 LW,Green,SOLARIS,Non AC Executive,2023-10-04 06:34:58,2023-10-04 17:32:58,658,938,124,157,53
191,Canacona Bus Stand - Chapra Bus Terminal,BH 6829 YM,Pink,SOLARIS,AC Executive,2023-10-18 14:48:19,2023-10-19 00:02:19,554,1133,401,211,30
192,Dharwad Bus Stop - Miryalaguda Bus Stand,BH 7639 FT,Black,BYD COMPANY LTD,Non AC Executive,2023-10-02 16:31:40,2023-10-03 03:43:40,672,964,238,333,43
193,Pollachi Bus Stand - Gulbarga Bus Stand,BH 6951 ET,Yellow,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-18 18:04:57,2023-09-19 04:32:57,628,336,140,232,46
194,Gulmarg Bus Stand - Bishnupur Bus Terminal,BH 7403 YZ,Yellow,BYD COMPANY LTD,AC Sleeper,2023-10-08 05:24:42,2023-10-08 16:23:42,659,634,159,417,38
195,Mancherial Bus Stand - Jind Bus Depot,BH 7777 DA,Grey,ASHOK LEYLAND,Non AC Sleeper,2023-10-15 21:39:44,2023-10-16 08:29:44,650,337,338,29,30
196,Purulia Bus Terminal - Dimapur Bus Terminal,BH 2598 WH,Green,SOLARIS,Non AC Executive,2023-10-13 10:00:37,2023-10-13 18:16:37,496,932,389,404,54
197,Cuttack Badambadi Bus Stand - Khandwa Bus Stop,BH 9920 VQ,White,TATA MOTORS,Non AC Executive,2023-10-12 17:43:19,2023-10-13 05:25:19,702,961,457,96,49
198,Sikar Road Junction - Spiti Bus Stop,BH 8713 WY,Purple,BYD COMPANY LTD,AC Executive,2023-09-05 20:02:52,2023-09-06 06:23:52,621,1404,68,174,36
199,Ara Bus Terminus - Kishtwar Bus Terminal,BH 2061 AM,Brown,ASHOK LEYLAND,Non AC Sleeper,2023-10-25 06:41:48,2023-10-25 15:40:48,539,490,207,153,51
200,Valsad Bus Stop - Burdwan Bus Stand,BH 8785 ZP,White,BYD COMPANY LTD,Non AC Executive,2023-09-18 06:19:02,2023-09-18 18:03:02,704,976,298,378,49
201,Sitamarhi Bus Stop - Ambassa Bus Stand,BH 4933 XE,White,MERCEDES BENZ,AC Sleeper,2023-10-15 22:37:44,2023-10-16 08:38:44,601,543,220,423,47
202,Hoshangabad Bus Stand - Wardha Bus Station,BH 0925 ZX,Brown,FORCE MOTORS,Non AC Sleeper,2023-10-06 11:59:14,2023-10-06 20:19:14,500,478,91,199,37
203,Firozpur Bus Stand - Purnia Bus Depot,BH 7653 QT,Grey,ASHOK LEYLAND,AC Sleeper,2023-09-13 10:55:12,2023-09-13 22:28:12,693,572,309,206,51
204,Belagavi Central Bus Stand - Thiruvananthapuram Central Bus Station,BH 2700 ZW,Purple,MERCEDES BENZ,AC Sleeper,2023-10-28 16:47:00,2023-10-29 01:22:00,515,593,224,261,40
205,Hanumangarh Depot - Salem New Bus Stand,BH 5738 RG,Yellow,MAHINDRA & MAHINDRA,AC Executive,2023-09-16 04:19:17,2023-09-16 12:45:17,506,1242,57,126,54
206,Spiti Bus Stop - Hansi Bus Stand,BH 2986 BU,Red,TATA MOTORS,Non AC Sleeper,2023-10-24 18:38:01,2023-10-25 04:47:01,609,461,174,38,45
207,Bhuj Bus Terminal - Janjgir Bus Terminal,BH 0621 VW,Yellow,EICHER MOTORS,Non AC Executive,2023-10-21 12:18:15,2023-10-21 21:31:15,553,863,296,449,36
208,Havelock Island Bus Stop - Koraput Bus Stand,BH 5308 OJ,Yellow,BYD COMPANY LTD,Non AC Executive,2023-10-13 07:24:08,2023-10-13 16:36:08,552,822,431,465,35
209,Sawai Madhopur Junction - Tenali Bus Stand,BH 8312 WU,Pink,FORCE MOTORS,Non AC Sleeper,2023-09-30 12:30:31,2023-09-30 20:50:31,500,456,73,359,50
210,Mayabunder Bus Stop - Ambala Cantt,BH 9607 KQ,Black,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-18 02:09:56,2023-09-18 13:22:56,673,384,429,21,35
211,Khargone Bus Stand - Siddipet Bus Stop,BH 9455 NL,Yellow,SOLARIS,Non AC Executive,2023-09-03 04:03:11,2023-09-03 12:43:11,520,943,97,330,37
212,Panaji Bus Stand - Shivamogga Bus Depot,BH 2402 ND,Blue,EICHER MOTORS,AC Executive,2023-09-19 16:50:56,2023-09-20 02:54:56,604,1148,393,230,34
213,Red Fort - Karnal Bus Stand,BH 9598 ET,Pink,BLUE BIRD CORPORATION,AC Executive,2023-09-11 11:31:49,2023-09-11 20:25:49,534,1487,17,23,55
214,Allahabad Civil Lines - Manali Bus Stand,BH 8931 NN,Black,ASHOK LEYLAND,AC Sleeper,2023-09-29 12:47:25,2023-09-29 22:03:25,556,515,105,162,39
215,Sangli Bus Stand - Yamunanagar Terminal,BH 1425 FJ,Red,BYD COMPANY LTD,Non AC Sleeper,2023-09-28 17:53:28,2023-09-29 03:29:28,576,367,196,26,32
216,Palwal Bus Depot - Jamui Bus Stop,BH 7153 FG,Purple,MERCEDES BENZ,Non AC Sleeper,2023-10-05 03:50:35,2023-10-05 12:46:35,536,440,36,216,43
217,Narayanpur Bus Stand - Chennai Mofussil Bus Terminus,BH 1927 GL,Red,FORCE MOTORS,Non AC Sleeper,2023-10-10 23:58:17,2023-10-11 11:33:17,695,383,455,121,35
218,Alwar Bus Depot - Sonipat Stand,BH 1159 TJ,Green,MERCEDES BENZ,Non AC Executive,2023-10-18 04:52:19,2023-10-18 15:49:19,657,824,47,28,35
219,Tirunelveli New Bus Stand - Bhavnagar Bus Station,BH 5990 JP,Blue,FORCE MOTORS,Non AC Executive,2023-09-28 19:24:36,2023-09-29 03:33:36,489,920,127,285,31
220,Bikaner Bus Station - Zunheboto Bus Terminal,BH 6687 PI,White,MERCEDES BENZ,AC Executive,2023-10-11 15:12:03,2023-10-12 02:36:03,684,1498,66,408,50
221,Kurnool Bus Station - Diglipur Bus Stand,BH 6413 WG,White,ASHOK LEYLAND,Non AC Executive,2023-10-01 01:57:15,2023-10-01 11:47:15,590,790,346,428,49
222,Eluru Bus Complex - Singtam Bus Stop,BH 1453 SM,Black,VOLVO BUSES,Non AC Executive,2023-09-27 04:54:02,2023-09-27 16:41:02,707,849,352,366,38
223,Panchkula Junction - Bilaspur Bus Stand,BH 0178 VM,White,MERCEDES BENZ,AC Sleeper,2023-09-26 13:45:40,2023-09-27 01:36:40,711,634,35,440,40
224,Aalo Bus Stand - Sirsa Bus Terminal,BH 4170 PV,Blue,VOLVO BUSES,Non AC Executive,2023-10-28 02:21:31,2023-10-28 12:19:31,598,908,413,31,34
225,Baripada Bus Station - Ludhiana Inter-State Bus Terminal,BH 7995 RQ,Pink,EICHER MOTORS,AC Sleeper,2023-10-25 07:36:46,2023-10-25 15:48:46,492,538,471,302,39
226,Thrissur Sakthan Thampuran Bus Stand - Jalpaiguri Bus Depot,BH 3722 ZX,Yellow,EICHER MOTORS,Non AC Executive,2023-10-08 21:33:38,2023-10-09 06:12:38,519,877,264,386,34
227,Narayanpur Bus Stand - Hassan Bus Station,BH 6791 EE,Brown,MERCEDES BENZ,AC Executive,2023-09-26 02:56:55,2023-09-26 11:24:55,508,1448,455,231,52
228,Kaithal Bus Stop - Rewa Bus Station,BH 8087 SL,Grey,BYD COMPANY LTD,AC Executive,2023-09-24 13:40:03,2023-09-24 22:18:03,518,1387,30,87,47
229,Adoor Bus Stop - Ghoghla Bus Stop,BH 7236 BS,Purple,EICHER MOTORS,Non AC Sleeper,2023-10-20 08:17:23,2023-10-20 17:20:23,543,285,278,436,37
230,Gulmarg Bus Stand - Sangrur Bus Stop,BH 7249 ZU,Yellow,BLUE BIRD CORPORATION,Non AC Executive,2023-09-03 00:15:56,2023-09-03 11:36:56,681,904,159,311,39
231,Kadapa Bus Stand - Faridkot Bus Station,BH 7457 DI,Red,MERCEDES BENZ,AC Sleeper,2023-09-20 12:55:14,2023-09-20 21:35:14,520,538,349,310,54
232,Kollam KSRTC Bus Stand - Namakkal Bus Terminus,BH 2728 KC,Purple,VOLVO BUSES,AC Executive,2023-10-01 13:37:06,2023-10-02 00:00:06,623,1448,265,138,36
233,Mayabunder Bus Stop - Bikaner Bus Station,BH 4996 VS,Yellow,VOLVO BUSES,Non AC Executive,2023-10-18 23:38:16,2023-10-19 10:07:16,629,982,429,66,45
234,Rohtak Bus Terminal - Bharatpur Bus Station,BH 1955 AD,Blue,FORCE MOTORS,AC Sleeper,2023-10-15 17:35:10,2023-10-16 04:31:10,656,746,22,55,38
235,Agartala Bus Stand - Gandhinagar Bus Depot,BH 9249 GR,Blue,SOLARIS,Non AC Sleeper,2023-10-27 18:38:11,2023-10-28 05:29:11,651,288,421,288,39
236,Nalgonda Bus Stand - Kota Bus Stand,BH 5456 AZ,Pink,MERCEDES BENZ,AC Executive,2023-09-30 02:37:03,2023-09-30 12:59:03,622,1376,328,65,32
237,Machilipatnam Bus Stand - Vidisha Bus Stand,BH 8698 DS,Purple,BLUE BIRD CORPORATION,AC Sleeper,2023-09-08 22:42:45,2023-09-09 09:57:45,675,659,355,94,55
238,Firozabad Stand - Vizianagaram Bus Stop,BH 8289 VG,Brown,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-09-09 17:55:06,2023-09-10 02:52:06,537,446,112,351,39
239,Malda Bus Station - Ratlam Bus Terminal,BH 5335 JW,Brown,EICHER MOTORS,Non AC Executive,2023-09-21 02:20:43,2023-09-21 10:20:43,480,756,381,95,37
240,Miryalaguda Bus Stand - Kolasib Bus Stand,BH 6754 NA,Green,BYD COMPANY LTD,AC Executive,2023-10-26 22:18:34,2023-10-27 09:31:34,673,1089,333,371,55
241,Palakkad KSRTC Bus Stand - Gurdaspur Bus Stand,BH 5690 RT,Brown,ASHOK LEYLAND,AC Sleeper,2023-10-07 12:11:00,2023-10-07 23:51:00,700,615,267,313,43
242,Ayodhya Bus Station - Chandni Chowk,BH 6006 FO,Black,BLUE BIRD CORPORATION,AC Executive,2023-10-07 15:23:39,2023-10-08 00:27:39,544,1465,114,18,48
243,Ludhiana Inter-State Bus Terminal - Kottayam Bus Station,BH 7848 DO,Grey,ASHOK LEYLAND,Non AC Executive,2023-10-14 03:23:12,2023-10-14 11:31:12,488,851,302,268,47
244,Chaibasa Bus Depot - Hanumangarh Depot,BH 7480 RP,Green,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-10 10:03:42,2023-09-10 19:09:42,546,323,250,77,53
245,Khammam Bus Terminal - Naharlagun Bus Terminal,BH 9272 AF,Yellow,ASHOK LEYLAND,AC Sleeper,2023-09-11 02:56:21,2023-09-11 13:52:21,656,693,326,410,53
246,Lohardaga Bus Station - Cooch Behar Bus Station,BH 3909 WM,Purple,FORCE MOTORS,AC Sleeper,2023-09-11 14:15:47,2023-09-11 23:25:47,550,551,256,387,36
247,Pathankot Bus Stop - Ara Bus Terminus,BH 4220 LU,Purple,BYD COMPANY LTD,AC Sleeper,2023-09-09 22:48:15,2023-09-10 07:34:15,526,739,307,207,32
248,Chikkamagaluru Bus Terminal - Meerut Bus Terminal,BH 0171 VT,Purple,VOLVO BUSES,Non AC Executive,2023-10-21 13:37:53,2023-10-21 23:58:53,621,856,240,107,46
249,Jamui Bus Stop - Chapra Bus Terminal,BH 3462 UA,Yellow,ASHOK LEYLAND,Non AC Sleeper,2023-09-11 12:43:04,2023-09-11 22:59:04,616,314,216,211,32
250,Tadipatri Bus Terminal - Valsad Bus Stop,BH 7366 PX,Brown,TATA MOTORS,AC Sleeper,2023-09-09 19:03:14,2023-09-10 04:14:14,551,684,360,298,34
251,Rajiv Chowk - Sonipat Stand,BH 8820 QU,Yellow,BLUE BIRD CORPORATION,AC Executive,2023-09-01 07:37:58,2023-09-01 16:27:58,530,1119,0,28,40
252,Khargone Bus Stand - Amravati Bus Stand,BH 2149 AP,Grey,BYD COMPANY LTD,AC Executive,2023-10-09 14:16:34,2023-10-10 00:35:34,619,1122,97,189,47
253,Sawai Madhopur Junction - Firozpur Bus Stand,BH 6884 YX,Yellow,TATA MOTORS,Non AC Sleeper,2023-09-12 20:43:31,2023-09-13 07:06:31,623,441,53,309,39
254,Bhiwani Stand - Bharuch Bus Terminal,BH 0894 RC,Yellow,EICHER MOTORS,AC Sleeper,2023-09-26 11:23:29,2023-09-26 20:07:29,524,705,32,290,52
255,Hazrat Nizamuddin Depot - Hamirpur Bus Terminus,BH 3828 MK,Green,ASHOK LEYLAND,AC Sleeper,2023-09-10 15:54:30,2023-09-11 03:33:30,699,723,3,177,37
256,Khowai Bus Terminal - Hyderabad MGBS - Mahatma Gandhi Bus Station,BH 3688 HI,Brown,MERCEDES BENZ,Non AC Executive,2023-10-03 05:18:00,2023-10-03 16:45:00,687,866,426,321,32
257,Gandhinagar Bus Depot - Jalpaiguri Bus Depot,BH 0010 MK,Pink,TATA MOTORS,AC Executive,2023-10-23 18:18:28,2023-10-24 02:47:28,509,1268,288,386,40
258,Namchi Bus Terminal - Saraikela-Kharsawan Bus Terminal,BH 1025 TB,White,MAHINDRA & MAHINDRA,Non AC Executive,2023-09-07 17:46:13,2023-09-08 04:53:13,667,882,362,258,33
259,Ara Bus Terminus - Gulbarga Bus Stand,BH 3302 EM,Yellow,MERCEDES BENZ,AC Executive,2023-10-12 00:25:59,2023-10-12 08:30:59,485,1305,207,232,53
260,Kargil Bus Stop - Dhule Bus Station,BH 6461 PL,Brown,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-10-14 04:30:50,2023-10-14 13:06:50,516,281,155,192,39
261,Mayabunder Bus Stop - Thiruvananthapuram Central Bus Station,BH 1989 RO,Grey,MAHINDRA & MAHINDRA,Non AC Executive,2023-10-11 01:51:05,2023-10-11 12:07:05,616,872,429,261,34
262,Cooch Behar Bus Station - Dharmanagar Bus Stop,BH 2216 FE,Purple,BYD COMPANY LTD,AC Sleeper,2023-10-29 00:20:16,2023-10-29 11:13:16,653,707,387,425,53
263,Pathanamthitta Bus Stand - Hassan Bus Station,BH 3172 LA,Blue,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-11 17:00:20,2023-09-12 04:53:20,713,406,271,231,50
264,Gandhinagar Bus Depot - Valpoi Bus Stand,BH 2923 WT,Grey,FORCE MOTORS,AC Sleeper,2023-10-20 13:42:43,2023-10-21 01:03:43,681,700,288,402,55
265,Sarai Kale Khan - India Gate,BH 4129 XW,Brown,BYD COMPANY LTD,Non AC Executive,2023-10-25 18:39:17,2023-10-26 03:46:17,547,790,19,5,42
266,Kolkata Esplanade Bus Terminus - Samba Bus Stop,BH 6918 WB,Yellow,TATA MOTORS,AC Sleeper,2023-10-12 02:53:34,2023-10-12 12:10:34,557,610,373,158,30
267,Balod Bus Terminal - Kolasib Bus Stand,BH 2961 VW,White,VOLVO BUSES,Non AC Executive,2023-10-10 13:33:32,2023-10-10 23:09:32,576,757,454,371,44
268,Rohtak Bus Terminal - Kishangarh Stand,BH 7157 GY,Yellow,SOLARIS,AC Executive,2023-09-09 00:10:46,2023-09-09 08:10:46,480,1035,22,78,50
269,Hisar Bus Depot - Malout Bus Station,BH 5137 DB,Blue,BYD COMPANY LTD,Non AC Executive,2023-10-08 10:52:18,2023-10-08 22:40:18,708,991,24,320,42
270,Pathankot Bus Stop - Dhamtari Bus Stand,BH 5087 EE,Pink,BYD COMPANY LTD,Non AC Executive,2023-10-02 01:07:51,2023-10-02 11:51:51,644,840,307,450,34
271,Hansi Bus Stand - Alappuzha Bus Stand,BH 4145 MW,Grey,TATA MOTORS,AC Executive,2023-09-02 05:06:54,2023-09-02 13:23:54,497,1003,38,266,55
272,Nagaur Terminal - Udhampur Bus Stand,BH 3729 PQ,Grey,VOLVO BUSES,AC Executive,2023-09-25 13:40:53,2023-09-26 01:27:53,707,1418,80,144,36
273,Rajpura Bus Terminal - Visakhapatnam RTC Complex,BH 6271 IC,Red,TATA MOTORS,Non AC Executive,2023-10-27 13:07:20,2023-10-27 23:28:20,621,927,317,341,37
274,Chapra Bus Terminal - Shimla Inter-State Bus Terminus,BH 5735 DC,Grey,EICHER MOTORS,AC Sleeper,2023-09-19 14:45:18,2023-09-20 01:29:18,644,694,211,161,54
275,Botad Bus Stand - Chhindwara Bus Terminal,BH 8209 WW,Pink,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-09-10 07:37:37,2023-09-10 18:27:37,650,455,300,90,40
276,Giridih Bus Terminal - Chikkamagaluru Bus Terminal,BH 7268 OR,Red,ASHOK LEYLAND,AC Executive,2023-10-17 23:25:52,2023-10-18 10:48:52,683,1022,247,240,41
277,Punalur Bus Stand - Bahadurgarh Terminal,BH 6838 RJ,Black,SOLARIS,AC Sleeper,2023-09-02 12:18:22,2023-09-02 22:45:22,627,738,280,37,38
278,Cooch Behar Bus Station - Kancheepuram Bus Stand,BH 9071 VJ,Grey,TATA MOTORS,AC Sleeper,2023-10-03 02:45:16,2023-10-03 11:06:16,501,718,387,136,51
279,Vellore New Bus Stand - Hazaribagh Bus Station,BH 9833 YY,Blue,BLUE BIRD CORPORATION,Non AC Executive,2023-09-12 03:57:28,2023-09-12 14:40:28,643,921,128,245,50
280,Hoshiarpur Bus Station - Jaipur Central Bus Station,BH 7443 NK,Grey,ASHOK LEYLAND,AC Sleeper,2023-10-03 19:30:46,2023-10-04 03:37:46,487,648,306,41,50
281,Ayodhya Bus Station - Nashik Central Bus Stand,BH 5302 YJ,Green,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-18 16:58:20,2023-09-19 01:07:20,489,363,114,184,31
282,Mehsana Bus Stop - Amravati Bus Stand,BH 4559 EJ,Yellow,FORCE MOTORS,Non AC Sleeper,2023-09-19 09:41:01,2023-09-19 18:19:01,518,362,293,189,36
283,Kathua Bus Terminal - Hoshiarpur Bus Station,BH 2060 ZG,Brown,BYD COMPANY LTD,AC Executive,2023-10-07 11:26:51,2023-10-07 19:58:51,512,1139,143,306,38
284,Samba Bus Stop - Sirmaur Bus Stand,BH 7424 UJ,Pink,MAHINDRA & MAHINDRA,AC Executive,2023-10-27 05:24:52,2023-10-27 16:19:52,655,1456,158,172,30
285,Berhampur Bus Stand - CMBT Anna Nagar,BH 3200 GO,Red,MAHINDRA & MAHINDRA,AC Executive,2023-09-19 01:25:19,2023-09-19 09:34:19,489,1114,459,122,53
286,Bishnupur Bus Terminal - Thoothukudi New Bus Stand,BH 6815 HA,Brown,FORCE MOTORS,Non AC Sleeper,2023-10-08 22:00:58,2023-10-09 07:35:58,575,274,417,130,44
287,Kinnaur Bus Terminal - Valsad Bus Stop,BH 8101 TI,Yellow,BLUE BIRD CORPORATION,AC Sleeper,2023-09-17 21:27:47,2023-09-18 07:57:47,630,708,173,298,34
288,Saraikela-Kharsawan Bus Terminal - Vidisha Bus Stand,BH 2809 XX,Purple,VOLVO BUSES,AC Sleeper,2023-10-03 15:52:09,2023-10-04 00:21:09,509,612,258,94,50
289,Krishnanagar Bus Stand - Udaipur Bus Terminal,BH 5280 EB,Red,ASHOK LEYLAND,AC Executive,2023-09-08 16:15:28,2023-09-09 02:33:28,618,1305,382,422,53
290,Rajouri Bus Depot - Darjeeling Bus Stop,BH 5100 NQ,Pink,FORCE MOTORS,Non AC Executive,2023-10-19 09:14:18,2023-10-19 18:46:18,572,768,150,391,30
291,Canacona Bus Stand - Udaipur City Depot,BH 4524 UI,Green,ASHOK LEYLAND,Non AC Executive,2023-10-22 13:15:26,2023-10-23 01:13:26,718,973,401,63,41
